system:index,array,class,.geo
0_0,"[[4374.0, 5017.0, 4776.0, 4913.0, 5891.0, 4605.0, 3165.0, 1.0], [2790.0, 4026.0, 2973.0, 3042.0, 4297.0, 2532.0, 1501.0, 9.0], [4508.0, 5152.0, 4432.0, 4436.0, 5184.0, 3263.0, 2008.0, 17.0], [8910.0, 5501.5, 6997.0, 7300.0, 7409.0, 4485.0, 2469.0, 25.0], [5298.0, 5851.0, 4025.0, 4111.0, 5617.0, 4063.0, 2467.0, 33.0], [5158.0, 5538.0, 5067.0, 4984.0, 5496.0, 4167.0, 2832.0, 41.0], [4388.0, 5040.0, 4470.0, 4509.0, 4566.0, 2703.0, 1647.0, 49.0], [4747.0, 5357.0, 2812.0, 2804.0, 3668.0, 3015.0, 1740.0, 57.0], [357.0, 1315.0, 1202.0, 1155.0, 2416.0, 1963.0, 1143.0, 65.0], [5153.0, 5533.0, 5243.0, 5225.0, 4933.0, 1835.0, 908.0, 73.0], [7623.0, 7869.0, 6548.0, 6621.0, 6830.0, 4373.0, 2401.0, 81.0], [4177.0, 5058.0, 4140.0, 4179.0, 4573.0, 3433.0, 1855.0, 89.0], [5117.0, 5876.0, 4295.0, 4378.0, 4681.0, 3551.0, 1776.0, 97.0], [4758.0, 5214.0, 4516.0, 4486.0, 4647.0, 3932.0, 2689.0, 105.0], [848.0, 2109.0, 580.0, 614.0, 2295.0, 1520.0, 770.0, 113.0], [1202.0, 2830.0, 436.0, 1213.0, 3657.0, 2987.0, 1688.0, 121.0], [1145.0, 1405.0, 1356.0, 1257.0, 4106.0, 1494.0, 821.0, 129.0], [1149.0, 2198.0, 558.0, 579.0, 2189.0, 1568.0, 713.0, 137.0], [843.0, 1096.0, 1022.0, 883.0, 1467.0, 996.0, 569.0, 145.0], [1936.0, 2596.0, 1160.0, 1115.0, 1802.0, 1222.0, 667.0, 153.0], [4571.0, 5206.0, 849.0, 788.0, 1543.0, 909.0, 505.0, 161.0], [282.0, 1250.0, 218.0, 275.0, 1638.0, 1097.0, 430.0, 169.0], [369.0, 2123.0, 248.0, 372.0, 2241.0, 1707.0, 762.0, 177.0], [233.0, 1109.0, 161.0, 210.0, 1454.0, 916.0, 297.0, 185.0], [2409.0, 2974.0, 1655.0, 1719.0, 4374.0, 3075.0, 1861.0, 193.0], [138.0, 1419.0, 60.0, 176.0, 2054.0, 1277.0, 589.0, 201.0], [97.0, 925.0, 317.0, 379.0, 1590.0, 1200.0, 610.0, 209.0], [3951.0, 4440.0, 2564.0, 2599.0, 3590.0, 3025.0, 1915.0, 217.0], [1419.0, 2377.0, 1128.0, 1137.0, 2330.0, 1558.0, 938.0, 225.0], [230.0, 1639.0, 79.0, 230.0, 2343.0, 1341.0, 571.0, 233.0], [655.0, 2107.0, 345.0, 454.0, 2556.0, 1924.0, 863.0, 241.0], [3969.0, 4429.0, 3149.0, 3149.0, 4276.0, 3130.0, 2015.0, 249.0], [4011.0, 4463.0, 4084.0, 3961.0, 4181.0, 3966.0, 2609.0, 257.0], [7696.0, 7904.0, 6552.0, 6604.0, 5836.0, 4668.0, 2554.0, 265.0], [394.0, 1059.0, 431.0, 424.0, 2492.0, 1179.0, 494.0, 273.0], [8186.0, 8433.0, 6153.0, 6211.0, 6957.0, 5008.0, 3182.0, 281.0], [1628.0, 2970.0, 1461.0, 1529.0, 3164.0, 2603.0, 1620.0, 289.0], [2817.0, 3371.0, 2986.0, 2912.0, 3109.0, 1595.0, 775.0, 297.0], [4621.0, 5413.0, 4218.0, 4322.0, 5762.0, 4405.0, 3240.0, 305.0], [3734.0, 3925.0, 3946.0, 3867.0, 3458.0, 1988.0, 998.0, 313.0], [6269.0, 6637.0, 3811.0, 3833.0, 5526.0, 4258.0, 2873.0, 321.0], [2176.0, 3096.0, 2108.0, 2103.0, 3013.0, 1856.0, 918.0, 329.0], [6322.0, 6714.0, 5514.0, 5554.0, 5422.0, 4151.0, 2345.0, 337.0], [4618.0, 4595.0, 4062.0, 3893.0, 2906.0, 1008.0, 466.0, 345.0], [584.0, 2551.0, 334.0, 560.0, 3377.0, 2496.0, 1158.0, 353.0], [4093.0, 4678.0, 4251.0, 4240.0, 4247.0, 2455.0, 1225.0, 361.0]]",1,
1_0,"[[5056.0, 5712.0, 4994.0, 5120.0, 5389.0, 4655.0, 2930.0, 1.0], [2728.0, 3258.0, 3296.0, 2969.0, 3194.0, 2245.0, 1286.0, 9.0], [5899.0, 6219.0, 5798.0, 5837.0, 5578.0, 4310.0, 2352.0, 17.0], [3290.0, 3687.0, 3363.0, 3196.0, 3503.0, 2329.0, 1351.0, 25.0], [4568.0, 4869.0, 5110.0, 5089.0, 5241.0, 3551.0, 1995.0, 33.0], [5530.0, 5826.0, 5451.0, 5455.0, 4998.0, 2553.0, 1165.0, 41.0], [2478.0, 2790.0, 3035.0, 2957.0, 2978.0, 2046.0, 1053.0, 49.0], [3878.0, 4202.0, 3932.0, 3788.0, 3694.0, 1864.0, 890.0, 57.0], [2817.0, 3854.0, 1868.0, 1949.0, 3231.0, 2705.0, 1816.0, 65.0], [5639.0, 5927.0, 5481.0, 5453.0, 5732.0, 4146.0, 2531.0, 73.0], [869.0, 1199.0, 1313.0, 1214.0, 1613.0, 1222.0, 896.0, 81.0], [2750.0, 3718.0, 2388.0, 2431.0, 3356.0, 2799.0, 1924.0, 89.0], [423.0, 855.0, 106.0, 182.0, 716.0, 389.0, 220.0, 97.0], [267.0, 1029.0, 256.0, 368.0, 1391.0, 955.0, 570.0, 105.0], [96.0, 333.0, 656.0, 593.0, 855.0, 597.0, 344.0, 113.0], [111.0, 832.0, 47.0, 112.0, 1008.0, 625.0, 202.0, 121.0], [3382.0, 3952.0, 1682.0, 1636.0, 2456.0, 1819.0, 1254.0, 129.0], [128.0, 1019.0, 38.0, 101.0, 1008.0, 606.0, 226.0, 137.0], [57.0, 726.0, 13.0, 71.0, 984.0, 507.0, 173.0, 145.0], [172.0, 1515.0, 51.0, 205.0, 1867.0, 1131.0, 456.0, 153.0], [96.0, 781.0, 17.0, 106.0, 1097.0, 595.0, 165.0, 161.0], [143.0, 1407.0, 64.0, 166.0, 1463.0, 844.0, 294.0, 169.0], [140.0, 1216.0, 40.0, 158.0, 1377.0, 767.0, 282.0, 177.0], [173.0, 1454.0, 90.0, 199.0, 1585.0, 885.0, 340.0, 185.0], [169.0, 1502.0, 88.0, 208.0, 1634.0, 1083.0, 473.0, 193.0], [167.0, 1015.0, 67.0, 196.0, 1738.0, 1003.0, 397.0, 201.0], [155.0, 1464.0, 78.0, 157.0, 1268.0, 800.0, 341.0, 209.0], [204.0, 1460.0, 102.0, 268.0, 2173.0, 1327.0, 500.0, 217.0], [143.0, 978.0, 76.0, 180.0, 1510.0, 864.0, 332.0, 225.0], [116.0, 1063.0, 61.0, 153.0, 1660.0, 870.0, 277.0, 233.0], [258.0, 1898.0, 71.0, 275.0, 2298.0, 1328.0, 557.0, 241.0], [720.0, 1385.0, 513.0, 508.0, 1294.0, 988.0, 642.0, 249.0], [1045.0, 2932.0, 797.0, 826.0, 2606.0, 1827.0, 845.0, 257.0], [2242.0, 3006.0, 2505.0, 2524.0, 3069.0, 2882.0, 2152.0, 265.0], [4528.0, 4984.0, 4091.0, 3927.0, 4039.0, 3383.0, 1991.0, 273.0], [4340.0, 4792.0, 3886.0, 4020.0, 4710.0, 3758.0, 2878.0, 281.0], [2682.0, 3118.0, 2501.0, 2535.0, 3340.0, 2677.0, 2027.0, 289.0], [2495.0, 3230.0, 2457.0, 2369.0, 2949.0, 2209.0, 1342.0, 297.0], [2333.0, 3361.0, 2391.0, 2531.0, 3848.0, 2922.0, 2169.0, 305.0], [613.0, 1087.0, 1048.0, 969.0, 1664.0, 1099.0, 749.0, 313.0], [2773.0, 3414.0, 2629.0, 2534.0, 3179.0, 2554.0, 1691.0, 321.0], [4689.0, 5126.0, 4251.0, 4182.0, 4410.0, 4213.0, 2817.0, 329.0], [1013.0, 3144.0, 905.0, 1086.0, 3822.0, 2518.0, 1728.0, 337.0], [1652.0, 3092.0, 1200.0, 1402.0, 3792.0, 2719.0, 2038.0, 345.0], [850.0, 896.0, 1351.0, 1113.0, 1119.0, 751.0, 302.0, 353.0], [1827.0, 3165.0, 1442.0, 1534.0, 3340.0, 2616.0, 1742.0, 361.0]]",1,
2_0,"[[385.0, 741.0, 270.0, 290.0, 945.0, 529.0, 259.0, 1.0], [477.0, 589.0, 658.0, 560.0, 1092.0, 673.0, 320.0, 9.0], [377.0, 547.0, 482.0, 530.0, 2120.0, 1087.0, 386.0, 17.0], [295.0, 519.0, 441.0, 481.0, 2809.0, 686.0, 393.0, 25.0], [291.0, 642.0, 1086.0, 1187.0, 2404.0, 1504.0, 836.0, 33.0], [599.0, 1127.0, 987.0, 1139.0, 2490.0, 1779.0, 1006.0, 41.0], [1110.0, 1469.0, 2394.0, 2433.0, 2928.0, 2052.0, 1270.0, 49.0], [2858.0, 3831.0, 2742.0, 2954.0, 3439.0, 2788.0, 1809.0, 57.0], [2430.0, 3496.0, 2332.0, 2572.0, 3454.0, 2981.0, 1817.0, 65.0], [718.0, 1239.0, 735.0, 812.0, 1709.0, 1050.0, 547.0, 73.0], [611.0, 858.0, 849.0, 860.0, 1484.0, 1133.0, 715.0, 81.0], [762.0, 998.0, 1223.0, 1249.0, 1891.0, 1350.0, 958.0, 89.0], [2695.0, 3675.0, 1565.0, 1669.0, 2560.0, 1965.0, 1407.0, 97.0], [651.0, 803.0, 804.0, 730.0, 1167.0, 706.0, 323.0, 105.0], [982.0, 1339.0, 806.0, 876.0, 1873.0, 1234.0, 647.0, 113.0], [5116.0, 5681.0, 3858.0, 3831.0, 3856.0, 2473.0, 1356.0, 121.0], [3644.0, 4657.0, 2426.0, 2570.0, 3733.0, 2827.0, 1665.0, 129.0], [848.0, 1324.0, 769.0, 766.0, 1524.0, 935.0, 464.0, 137.0], [2195.0, 3080.0, 2144.0, 2326.0, 3085.0, 2518.0, 1715.0, 145.0], [139.0, 327.0, 211.0, 276.0, 1466.0, 811.0, 366.0, 153.0], [2708.0, 3497.0, 1358.0, 1418.0, 2552.0, 1630.0, 948.0, 161.0], [948.0, 1311.0, 1339.0, 1236.0, 1409.0, 945.0, 440.0, 169.0], [94.0, 283.0, 249.0, 290.0, 1110.0, 733.0, 329.0, 177.0], [333.0, 401.0, 514.0, 492.0, 1247.0, 781.0, 377.0, 185.0], [822.0, 1112.0, 1179.0, 1010.0, 2354.0, 1180.0, 418.0, 193.0], [2459.0, 3300.0, 2122.0, 2201.0, 3412.0, 2495.0, 1886.0, 201.0], [233.0, 350.0, 321.0, 339.0, 1097.0, 619.0, 271.0, 209.0], [178.0, 469.0, 297.0, 303.0, 1449.0, 654.0, 142.0, 217.0], [973.0, 1244.0, 752.0, 867.0, 2075.0, 1080.0, 649.0, 225.0], [2573.0, 3219.0, 1445.0, 1539.0, 2664.0, 1915.0, 1150.0, 233.0], [739.0, 1250.0, 1225.0, 1183.0, 1952.0, 1348.0, 698.0, 241.0], [230.0, 411.0, 473.0, 349.0, 1030.0, 517.0, 195.0, 249.0], [376.0, 582.0, 788.0, 749.0, 1595.0, 1086.0, 575.0, 257.0], [1359.0, 2104.0, 564.0, 655.0, 1877.0, 1334.0, 843.0, 265.0], [358.0, 462.0, 224.0, 358.0, 1252.0, 761.0, 266.0, 273.0], [4298.0, 5011.0, 2307.0, 2334.0, 2838.0, 1789.0, 976.0, 281.0], [609.0, 725.0, 448.0, 497.0, 941.0, 636.0, 417.0, 289.0], [79.0, 201.0, 64.0, 111.0, 709.0, 338.0, 143.0, 297.0], [92.0, 290.0, 224.0, 273.0, 1916.0, 956.0, 236.0, 305.0], [201.0, 345.0, 366.0, 305.0, 958.0, 486.0, 104.0, 313.0], [720.0, 905.0, 1052.0, 992.0, 2390.0, 1171.0, 582.0, 321.0], [456.0, 731.0, 596.0, 531.0, 1157.0, 726.0, 217.0, 329.0], [389.0, 650.0, 954.0, 908.0, 1781.0, 1299.0, 933.0, 337.0], [376.0, 578.0, 760.0, 763.0, 1364.0, 938.0, 612.0, 345.0], [123.0, 500.0, 97.0, 372.0, 2795.0, 1418.0, 431.0, 353.0], [2729.0, 3980.0, 2735.0, 2832.0, 3727.0, 3126.0, 2071.0, 361.0]]",1,
3_0,"[[6214.0, 6770.0, 6097.0, 6197.0, 6518.0, 4119.0, 2227.0, 1.0], [5368.0, 5795.0, 5459.0, 5512.0, 5949.0, 3984.0, 2388.0, 9.0], [6718.0, 6953.0, 5824.0, 5842.0, 5023.0, 3151.0, 1428.0, 17.0], [5871.0, 6235.0, 5845.0, 5871.0, 5085.0, 2622.0, 1142.0, 25.0], [5727.0, 6002.0, 5477.0, 5600.0, 6013.0, 4386.0, 2639.0, 33.0], [5032.0, 5560.0, 5082.0, 5107.0, 5363.0, 2599.0, 1327.0, 41.0], [2885.0, 3236.0, 2890.0, 2707.0, 3245.0, 2737.0, 1652.0, 49.0], [6248.0, 6892.0, 3812.0, 4055.0, 5027.0, 3319.0, 1963.0, 57.0], [1635.0, 2733.0, 1606.0, 1620.0, 3323.0, 2381.0, 1127.0, 65.0], [1438.0, 3266.0, 1611.0, 1704.0, 3571.0, 2199.0, 1343.0, 73.0], [5117.0, 5728.0, 5045.0, 5067.0, 5659.0, 3232.0, 1635.0, 81.0], [4098.0, 4908.0, 3893.0, 3959.0, 4593.0, 4015.0, 2778.0, 89.0], [3270.0, 4264.0, 3343.0, 3468.0, 4805.0, 3576.0, 2501.0, 97.0], [4469.0, 5382.0, 4130.0, 4217.0, 4602.0, 3711.0, 2130.0, 105.0], [3509.0, 4598.0, 3501.0, 3609.0, 4550.0, 4043.0, 2816.0, 113.0], [2719.0, 3732.0, 2465.0, 2477.0, 3346.0, 2913.0, 1991.0, 121.0], [4418.0, 5027.0, 3672.0, 3860.0, 4599.0, 3258.0, 2129.0, 129.0], [3903.0, 4464.0, 2924.0, 2978.0, 3581.0, 3126.0, 1813.0, 137.0], [5724.0, 6200.0, 3612.0, 3568.0, 4043.0, 3229.0, 1994.0, 145.0], [963.0, 2513.0, 939.0, 1013.0, 2950.0, 1517.0, 684.0, 153.0], [307.0, 1868.0, 109.0, 249.0, 2023.0, 1308.0, 599.0, 161.0], [1876.0, 2654.0, 2707.0, 2881.0, 4257.0, 3454.0, 2892.0, 169.0], [312.0, 2165.0, 136.0, 317.0, 2558.0, 1436.0, 476.0, 177.0], [276.0, 1763.0, 107.0, 227.0, 2141.0, 1089.0, 331.0, 185.0], [375.0, 2084.0, 182.0, 366.0, 2898.0, 1698.0, 674.0, 193.0], [291.0, 1911.0, 142.0, 336.0, 2471.0, 1621.0, 620.0, 201.0], [371.0, 2156.0, 110.0, 312.0, 2572.0, 1475.0, 536.0, 209.0], [748.0, 2257.0, 210.0, 435.0, 2784.0, 1610.0, 631.0, 217.0], [898.0, 2089.0, 941.0, 1056.0, 2693.0, 2128.0, 1378.0, 225.0], [1914.0, 3458.0, 951.0, 1016.0, 3200.0, 2005.0, 1049.0, 233.0], [244.0, 1815.0, 90.0, 236.0, 2215.0, 1493.0, 565.0, 241.0], [4817.0, 5743.0, 3828.0, 3922.0, 5029.0, 4091.0, 2639.0, 249.0], [3662.0, 4738.0, 3009.0, 3156.0, 4387.0, 4077.0, 2874.0, 257.0], [3192.0, 3687.0, 2620.0, 2546.0, 3293.0, 2315.0, 1471.0, 265.0], [1718.0, 3103.0, 1058.0, 1178.0, 3301.0, 2074.0, 1204.0, 273.0], [1536.0, 3077.0, 1441.0, 1487.0, 3111.0, 2383.0, 1418.0, 281.0], [1177.0, 2562.0, 1260.0, 1316.0, 2916.0, 2365.0, 1339.0, 289.0], [3561.0, 4940.0, 1811.0, 1975.0, 4591.0, 3460.0, 2555.0, 297.0], [5238.0, 5830.0, 5104.0, 5163.0, 5997.0, 3777.0, 2358.0, 305.0], [3403.0, 4484.0, 1687.0, 1684.0, 3720.0, 2348.0, 1466.0, 313.0], [2255.0, 3208.0, 2309.0, 2293.0, 3436.0, 1946.0, 1006.0, 321.0], [3886.0, 4675.0, 3258.0, 3277.0, 4138.0, 2780.0, 1603.0, 329.0], [3541.0, 4717.0, 3028.0, 3302.0, 5057.0, 4815.0, 3445.0, 337.0], [1026.0, 2740.0, 6.0, 347.0, 3212.0, 1986.0, 871.0, 345.0], [4605.0, 4840.0, 3394.0, 3199.0, 3589.0, 2162.0, 1273.0, 353.0], [2298.0, 3843.0, 2692.0, 2782.0, 4582.0, 3133.0, 2026.0, 361.0]]",1,
4_0,"[[8395.0, 8951.0, 7136.0, 7264.0, 6274.0, 4447.0, 2029.0, 1.0], [2569.0, 3013.0, 2296.0, 2187.0, 2835.0, 1748.0, 874.0, 9.0], [4868.0, 5614.0, 4385.0, 4493.0, 5141.0, 4718.0, 3224.0, 17.0], [1377.0, 3786.0, 1631.0, 1715.0, 3726.0, 2755.0, 1593.0, 25.0], [4407.0, 4904.0, 4105.0, 4213.0, 4637.0, 4034.0, 2323.0, 33.0], [4998.0, 5446.0, 4979.0, 5072.0, 5016.0, 1791.0, 846.0, 41.0], [6069.0, 6401.0, 6051.0, 5909.0, 5479.0, 4081.0, 2231.0, 49.0], [3587.0, 4647.0, 3801.0, 3894.0, 4980.0, 2881.0, 1650.0, 57.0], [5346.0, 5862.0, 5102.0, 5143.0, 5279.0, 4583.0, 3072.0, 65.0], [5615.0, 6486.0, 4769.0, 4965.0, 6175.0, 3939.0, 2467.0, 73.0], [4768.0, 5222.0, 3978.0, 4043.0, 4396.0, 3570.0, 2042.0, 81.0], [5080.0, 5550.0, 5494.0, 5600.0, 5532.0, 4561.0, 3142.0, 89.0], [4582.0, 4883.0, 4440.0, 4450.0, 4242.0, 2785.0, 1078.0, 97.0], [2725.0, 3633.0, 3558.0, 3662.0, 4188.0, 3527.0, 2371.0, 105.0], [3446.0, 4129.0, 3066.0, 3020.0, 3963.0, 2898.0, 1988.0, 113.0], [8444.0, 8733.0, 6964.0, 7124.0, 6664.0, 4860.0, 2381.0, 121.0], [1230.0, 2046.0, 991.0, 942.0, 2394.0, 1776.0, 975.0, 129.0], [1064.0, 2768.0, 1332.0, 1413.0, 3152.0, 2421.0, 1629.0, 137.0], [5575.0, 5961.0, 4758.0, 4783.0, 5318.0, 3676.0, 2274.0, 145.0], [2160.0, 3074.0, 1385.0, 1514.0, 2820.0, 2073.0, 1551.0, 153.0], [3828.0, 4290.0, 3213.0, 3027.0, 4190.0, 2889.0, 1630.0, 161.0], [166.0, 1316.0, 235.0, 369.0, 2900.0, 1296.0, 576.0, 169.0], [2455.0, 3183.0, 2419.0, 2449.0, 4041.0, 3115.0, 2170.0, 177.0], [279.0, 1971.0, 105.0, 219.0, 2044.0, 997.0, 362.0, 185.0], [3711.0, 4058.0, 1311.0, 1344.0, 3194.0, 2525.0, 1607.0, 193.0], [2597.0, 3459.0, 1416.0, 1530.0, 2697.0, 2272.0, 1461.0, 201.0], [327.0, 1264.0, 404.0, 505.0, 2354.0, 1722.0, 975.0, 209.0], [3153.0, 4039.0, 3019.0, 3147.0, 4453.0, 3842.0, 3169.0, 217.0], [3065.0, 3597.0, 3440.0, 3429.0, 4091.0, 3790.0, 2401.0, 225.0], [410.0, 1436.0, 1104.0, 1059.0, 2084.0, 1530.0, 954.0, 233.0], [206.0, 1706.0, 165.0, 275.0, 2052.0, 1478.0, 647.0, 241.0], [3019.0, 3422.0, 3620.0, 3621.0, 4480.0, 3752.0, 2407.0, 249.0], [392.0, 1174.0, 1027.0, 1055.0, 2691.0, 1909.0, 1176.0, 257.0], [5071.0, 5528.0, 4442.0, 4460.0, 5080.0, 4248.0, 2755.0, 265.0], [4205.0, 4530.0, 3942.0, 3665.0, 3673.0, 2737.0, 1410.0, 273.0], [3327.0, 3877.0, 2734.0, 2647.0, 3504.0, 3125.0, 2028.0, 281.0], [5527.0, 5431.0, 5125.0, 5065.0, 4477.0, 3323.0, 1709.0, 289.0], [2134.0, 3115.0, 2811.0, 2818.0, 4062.0, 2788.0, 1868.0, 297.0], [3063.0, 3859.0, 3652.0, 3685.0, 4843.0, 3214.0, 2081.0, 305.0], [6693.0, 6591.0, 5976.0, 5734.0, 4871.0, 2438.0, 1011.0, 313.0], [2925.0, 4006.0, 2919.0, 2943.0, 4490.0, 3073.0, 1949.0, 321.0], [1222.0, 2630.0, 1230.0, 1239.0, 3074.0, 1773.0, 847.0, 329.0], [786.0, 2568.0, 1704.0, 1760.0, 3275.0, 2221.0, 1403.0, 337.0], [748.0, 2866.0, 735.0, 774.0, 3446.0, 2101.0, 1065.0, 345.0], [4475.0, 4819.0, 4766.0, 4613.0, 4515.0, 1738.0, 825.0, 353.0], [3670.0, 5107.0, 1866.0, 2041.0, 4610.0, 3564.0, 2036.0, 361.0]]",1,
5_0,"[[259.0, 1225.0, 157.0, 356.0, 1577.0, 996.0, 322.0, 1.0], [149.0, 855.0, 50.0, 183.0, 1073.0, 529.0, 184.0, 9.0], [3833.0, 4946.0, 1982.0, 2114.0, 3356.0, 2428.0, 1626.0, 17.0], [686.0, 2194.0, 630.0, 763.0, 1801.0, 1232.0, 559.0, 25.0], [314.0, 2080.0, 227.0, 466.0, 2592.0, 1593.0, 558.0, 33.0], [652.0, 1806.0, 521.0, 593.0, 1371.0, 973.0, 556.0, 41.0], [6261.0, 6705.0, 6283.0, 6382.0, 5970.0, 5335.0, 3235.0, 49.0], [572.0, 1378.0, 400.0, 520.0, 1353.0, 919.0, 472.0, 57.0], [2102.0, 3320.0, 1205.0, 1434.0, 3078.0, 2233.0, 1522.0, 65.0], [603.0, 2917.0, 535.0, 763.0, 2569.0, 1545.0, 594.0, 73.0], [503.0, 1749.0, 1511.0, 1591.0, 2482.0, 1817.0, 1245.0, 81.0], [545.0, 1036.0, 598.0, 595.0, 1634.0, 706.0, 479.0, 89.0], [1178.0, 2863.0, 977.0, 1107.0, 2301.0, 1722.0, 1114.0, 97.0], [287.0, 1522.0, 143.0, 278.0, 1368.0, 765.0, 281.0, 105.0], [139.0, 966.0, 71.0, 185.0, 733.0, 471.0, 57.0, 113.0], [198.0, 613.0, 167.0, 306.0, 1057.0, 615.0, 146.0, 121.0], [975.0, 2081.0, 1091.0, 1250.0, 2422.0, 1895.0, 1231.0, 129.0], [307.0, 2255.0, 169.0, 377.0, 1885.0, 1060.0, 337.0, 137.0], [693.0, 1501.0, 980.0, 1036.0, 1607.0, 1188.0, 711.0, 145.0], [260.0, 1645.0, 86.0, 148.0, 759.0, 376.0, 15.0, 153.0], [137.0, 859.0, 147.0, 393.0, 1577.0, 1016.0, 374.0, 161.0], [295.0, 1903.0, 110.0, 189.0, 748.0, 450.0, 59.0, 169.0], [270.0, 1603.0, 131.0, 288.0, 976.0, 630.0, 277.0, 177.0], [224.0, 1659.0, 103.0, 259.0, 1178.0, 710.0, 276.0, 185.0], [213.0, 1245.0, 128.0, 263.0, 1001.0, 562.0, 213.0, 193.0], [277.0, 1689.0, 111.0, 278.0, 1558.0, 702.0, 211.0, 201.0], [185.0, 617.0, 116.0, 242.0, 801.0, 462.0, 131.0, 209.0], [384.0, 2571.0, 148.0, 329.0, 1205.0, 690.0, 310.0, 217.0], [293.0, 1062.0, 156.0, 288.0, 1079.0, 544.0, 192.0, 225.0], [354.0, 1534.0, 168.0, 344.0, 1522.0, 812.0, 252.0, 233.0], [485.0, 2467.0, 191.0, 421.0, 1333.0, 895.0, 419.0, 241.0], [489.0, 2128.0, 168.0, 444.0, 1326.0, 852.0, 365.0, 249.0], [650.0, 1856.0, 257.0, 537.0, 2737.0, 1093.0, 473.0, 257.0], [265.0, 2519.0, 103.0, 370.0, 3269.0, 1982.0, 733.0, 265.0], [805.0, 2331.0, 262.0, 618.0, 2804.0, 1956.0, 827.0, 273.0], [879.0, 2435.0, 313.0, 692.0, 2930.0, 2260.0, 989.0, 281.0], [805.0, 2629.0, 293.0, 667.0, 2986.0, 2286.0, 1032.0, 289.0], [822.0, 2690.0, 501.0, 920.0, 2284.0, 1561.0, 969.0, 297.0], [680.0, 3994.0, 503.0, 796.0, 2471.0, 1725.0, 747.0, 305.0], [761.0, 3275.0, 542.0, 855.0, 1975.0, 1297.0, 661.0, 313.0], [537.0, 2413.0, 285.0, 595.0, 2178.0, 1361.0, 514.0, 321.0], [547.0, 1591.0, 193.0, 414.0, 2138.0, 1268.0, 398.0, 329.0], [456.0, 2460.0, 194.0, 508.0, 3203.0, 2000.0, 729.0, 337.0], [585.0, 3724.0, 264.0, 671.0, 3166.0, 2365.0, 1015.0, 345.0], [926.0, 2979.0, 1170.0, 1371.0, 2050.0, 1588.0, 974.0, 353.0], [1171.0, 3032.0, 1293.0, 1299.0, 2931.0, 1905.0, 898.0, 361.0]]",1,
