system:index,DOY,ID,MCD12Q1v6,NIR,SWIR1,SWIR2,SWIR3,blue,green,red,.geo
2002_01_17_28_0,17,18.0,2,4594,4389,2336,747,291,633,387,
2002_01_17_29_0,17,19.0,2,3596,3627,1981,686,302,606,369,
2002_01_17_30_0,17,20.0,3,7575,5143,3312,1849,5779,5929,7494,
2002_01_17_31_0,17,21.0,3,1666,1213,543,160,50,137,154,
2002_01_17_32_0,17,22.0,3,2926,2982,2442,2022,1965,2039,2011,
2002_01_17_33_0,17,23.0,3,6640,5904,4498,2884,5684,6034,6382,
2002_01_17_34_0,17,24.0,3,1758,2642,1918,1244,2113,2068,1204,
2002_01_17_35_0,17,25.0,3,2995,3700,2296,1456,1285,1486,562,
2002_01_17_36_0,17,26.0,3,4499,4126,3799,2813,3411,3577,3846,
2002_01_17_37_0,17,27.0,3,3720,3952,3503,2746,3149,3321,3028,
2002_01_17_38_0,17,28.0,3,6138,5403,3379,1890,5741,5856,5752,
2002_01_17_39_0,17,29.0,3,3003,2962,2640,2318,1802,1890,2021,
2002_01_17_40_0,17,30.0,4,3453,3132,1466,407,119,364,193,
2002_01_17_41_0,17,31.0,4,4241,4059,2167,741,241,618,350,
2002_01_17_42_0,17,32.0,4,3917,3974,2206,766,206,619,399,
2002_01_17_43_0,17,33.0,4,3271,3015,1498,469,129,412,225,
2002_01_17_44_0,17,34.0,4,5547,5337,3203,1249,310,870,478,
2002_01_17_45_0,17,35.0,4,4418,4345,2372,820,224,621,362,
2002_01_17_46_0,17,36.0,4,4454,4268,2263,754,189,574,321,
2002_01_17_47_0,17,37.0,4,2063,2468,1154,313,160,361,180,
2002_01_17_48_0,17,38.0,4,4045,3963,2618,1151,369,949,703,
2002_01_17_49_0,17,39.0,4,4425,4289,2387,823,260,686,397,
2002_01_17_50_0,17,40.0,5,2682,2690,1398,400,91,305,161,
2002_01_17_51_0,17,41.0,5,2275,3166,1951,774,190,562,273,
2002_01_17_52_0,17,42.0,5,2155,3097,1964,1022,319,817,-100,
2002_01_17_53_0,17,43.0,5,3408,3666,2337,944,286,656,466,
2002_01_17_54_0,17,44.0,5,3313,3130,1731,569,134,510,297,
2002_01_17_55_0,17,45.0,5,4654,4287,2318,791,162,677,305,
2002_01_17_56_0,17,46.0,5,2803,2853,1678,635,204,582,463,
2002_01_17_57_0,17,47.0,5,3265,3710,2383,1049,277,715,643,
2002_01_17_58_0,17,48.0,5,2299,2577,1689,650,75,360,354,
2002_01_17_59_0,17,49.0,5,3313,3730,2388,936,262,633,463,
2002_01_17_60_0,17,50.0,6,1118,1467,1292,849,92,171,202,
2002_01_17_61_0,17,51.0,6,3782,4138,3097,1583,213,708,686,
2002_01_17_62_0,17,52.0,6,3282,3721,2394,938,199,567,421,
2002_01_17_63_0,17,53.0,6,1349,1576,1162,590,194,249,321,
2002_01_17_64_0,17,54.0,6,3213,3914,2830,1345,375,758,886,
2002_01_17_65_0,17,55.0,6,2365,2519,1805,968,819,955,1067,
2002_01_17_66_0,17,56.0,6,2806,2570,1499,586,53,372,319,
2002_01_17_67_0,17,57.0,6,3898,4198,2808,1216,208,744,507,
2002_01_17_68_0,17,58.0,6,3246,3877,2654,1203,329,676,845,
2002_01_17_69_0,17,59.0,6,4760,4292,3757,2928,3518,3727,4028,
2002_01_17_70_0,17,60.0,7,2558,3118,1949,764,193,494,397,
2002_01_17_71_0,17,61.0,7,1487,2084,1517,735,267,568,373,
2002_01_17_72_0,17,62.0,7,2909,2907,2013,908,318,721,619,
2002_01_17_73_0,17,63.0,7,1129,1633,1432,821,215,394,412,
2002_01_17_74_0,17,64.0,7,3849,3815,2519,1114,354,834,735,
2002_01_17_75_0,17,65.0,7,1377,2132,2425,2074,740,1053,1009,
2002_01_17_76_0,17,66.0,7,1232,1602,1071,701,884,875,372,
2002_01_17_77_0,17,67.0,7,3039,3283,2170,921,240,578,132,
2002_01_17_78_0,17,68.0,7,2749,2967,1848,756,537,699,556,
2002_01_17_79_0,17,69.0,7,2369,3083,3027,2104,412,819,1011,
2002_01_17_80_0,17,70.0,8,2173,2453,1722,754,155,383,431,
2002_01_17_81_0,17,71.0,8,4710,4124,2439,940,230,819,275,
2002_01_17_82_0,17,72.0,8,3468,2929,1698,584,209,642,373,
2002_01_17_83_0,17,73.0,8,2883,2696,1524,607,52,325,87,
2002_01_17_84_0,17,74.0,8,4767,4380,2976,1739,1759,2125,2355,
2002_01_17_85_0,17,75.0,8,1489,1722,926,401,330,475,237,
2002_01_17_86_0,17,76.0,8,834,1379,1097,501,484,470,306,
2002_01_17_87_0,17,77.0,8,2878,2344,1231,505,831,857,383,
2002_01_17_88_0,17,78.0,8,1947,1992,1328,742,327,722,561,
2002_01_17_89_0,17,79.0,8,3727,3725,2394,959,348,808,643,
2002_01_17_90_0,17,80.0,9,4391,3413,2154,875,326,985,646,
2002_01_17_91_0,17,81.0,9,2655,2786,1760,794,345,667,724,
2002_01_17_92_0,17,82.0,9,2320,2510,1552,583,124,354,247,
2002_01_17_93_0,17,83.0,9,3986,3927,2963,1478,281,765,608,
2002_01_17_94_0,17,84.0,9,3773,3629,2392,1293,2704,2881,2690,
2002_01_17_95_0,17,85.0,9,3588,3935,2496,968,237,761,495,
2002_01_17_96_0,17,86.0,9,5226,4919,3248,1422,878,1197,810,
2002_01_17_97_0,17,87.0,9,2457,2818,1735,702,171,422,309,
2002_01_17_98_0,17,88.0,9,3423,3897,2926,1453,383,879,727,
2002_01_17_99_0,17,89.0,9,3051,4023,2643,1237,639,994,1016,
2002_01_17_100_0,17,90.0,10,3762,4307,3113,1474,400,861,805,
2002_01_17_101_0,17,91.0,10,1827,1883,1429,783,261,515,481,
2002_01_17_102_0,17,92.0,10,2194,2461,1753,833,113,408,366,
2002_01_17_103_0,17,93.0,10,3519,3494,3007,1852,1203,1394,1684,
2002_01_17_104_0,17,94.0,10,2115,2677,3132,2852,750,1174,1514,
2002_01_17_105_0,17,95.0,10,2952,3578,2691,1262,345,721,862,
2002_01_17_106_0,17,96.0,10,1671,2902,2256,1384,1619,1687,633,
2002_01_17_107_0,17,97.0,10,1192,1861,1459,713,214,389,497,
2002_01_17_108_0,17,98.0,10,2048,2304,1593,824,491,807,511,
2002_01_17_109_0,17,99.0,10,10090,6028,4637,2414,5420,5831,9251,
2002_01_17_110_0,17,100.0,11,3865,4152,2791,1235,338,821,595,
2002_01_17_111_0,17,101.0,11,3221,2968,1636,584,230,666,390,
2002_01_17_112_0,17,102.0,11,1447,1485,1132,576,237,455,456,
2002_01_17_113_0,17,103.0,11,2907,2163,993,319,178,407,337,
2002_01_17_114_0,17,104.0,11,2353,1765,1566,798,275,467,444,
2002_01_17_115_0,17,105.0,11,3044,2537,1570,904,1505,1707,1764,
2002_01_17_116_0,17,106.0,11,2219,2125,1558,704,385,747,535,
2002_01_17_117_0,17,107.0,11,2907,3306,1922,829,652,1063,699,
2002_01_17_118_0,17,108.0,11,4098,4006,2465,976,313,833,555,
2002_01_17_119_0,17,109.0,11,2668,2581,1325,414,198,446,272,
2002_01_17_120_0,17,110.0,12,3665,3138,2031,1031,360,787,667,
2002_01_17_121_0,17,111.0,12,5503,5354,3583,1515,271,856,597,
2002_01_17_122_0,17,112.0,12,4276,4102,2603,1070,235,686,513,
2002_01_17_123_0,17,113.0,12,4224,4375,3533,1920,491,1233,1235,
2002_01_17_124_0,17,114.0,12,3937,3718,2261,939,230,533,621,
2002_01_17_125_0,17,115.0,12,5974,4956,2984,1130,139,727,316,
2002_01_17_126_0,17,116.0,12,3782,3456,2319,1141,340,735,558,
2002_01_17_127_0,17,117.0,12,2976,3352,3412,2284,564,977,1234,
2002_01_17_128_0,17,118.0,12,3558,3505,2245,902,197,602,480,
2002_01_17_129_0,17,119.0,12,5416,4598,2681,922,155,613,297,
2002_01_17_130_0,17,120.0,13,1820,1946,1737,1392,588,821,1027,
2002_01_17_131_0,17,121.0,13,3070,3520,2965,2261,2639,2731,2186,
2002_01_17_132_0,17,122.0,13,3557,3790,3561,2705,836,1331,1918,
2002_01_17_133_0,17,123.0,13,2379,2429,1636,907,1450,1528,1378,
2002_01_17_134_0,17,124.0,13,1544,1943,1703,1219,526,747,901,
2002_01_17_135_0,17,125.0,13,1556,1883,1812,1544,486,684,781,
2002_01_17_136_0,17,126.0,13,1763,2008,1998,1733,885,1226,1448,
2002_01_17_137_0,17,127.0,13,3410,3370,3176,2277,575,1092,1305,
2002_01_17_138_0,17,128.0,13,4230,4126,2591,1100,603,924,392,
2002_01_17_139_0,17,129.0,13,3017,3206,2538,1692,378,781,572,
2002_01_17_140_0,17,130.0,14,2654,2506,1677,943,363,649,597,
2002_01_17_141_0,17,131.0,14,2658,2874,1808,717,117,435,277,
2002_01_17_142_0,17,132.0,14,3589,3277,2070,873,240,668,442,
2002_01_17_143_0,17,133.0,14,4906,5045,3789,1840,534,1271,980,
2002_01_17_144_0,17,134.0,14,4908,5152,4346,3093,4229,4373,3827,
2002_01_17_145_0,17,135.0,14,3656,2600,1751,900,257,560,607,
2002_01_17_146_0,17,136.0,14,2040,2596,1913,1201,378,684,630,
2002_01_17_147_0,17,137.0,14,2171,2724,1842,841,238,471,466,
2002_01_17_148_0,17,138.0,14,2063,2502,1510,659,252,547,293,
2002_01_17_149_0,17,139.0,14,4208,4167,2932,1854,523,1110,1591,
2002_01_17_150_0,17,140.0,15,8646,6374,4737,3381,6905,7117,8634,
2002_01_17_151_0,17,141.0,15,5851,4159,3069,2105,6049,6212,6182,
2002_01_17_152_0,17,142.0,15,3885,2531,1406,783,4181,4178,4424,
2002_01_17_153_0,17,143.0,15,3766,2392,1384,831,4165,4177,4140,
2002_01_17_154_0,17,144.0,15,6231,3710,2769,1772,5933,6096,6520,
2002_01_17_155_0,17,145.0,15,6138,5067,3767,2632,5979,6118,6266,
2002_01_17_156_0,17,146.0,15,7571,2590,1402,969,7125,7363,9195,
2002_01_17_157_0,17,147.0,15,2560,1436,526,313,3003,2812,2798,
2002_01_17_158_0,17,148.0,15,5873,5731,4402,2778,6736,7025,6082,
2002_01_17_159_0,17,149.0,15,6233,5133,3144,1863,6252,6427,6263,
2002_01_17_160_0,17,150.0,16,1275,1635,1684,1400,492,786,936,
2002_01_17_161_0,17,151.0,16,8012,4959,3848,2570,4873,5007,7896,
2002_01_17_162_0,17,152.0,16,6158,4513,3979,2888,4417,4625,5881,
2002_01_17_163_0,17,153.0,16,6180,5534,4474,2837,6197,6359,6312,
2002_01_17_164_0,17,154.0,16,2318,1000,712,555,1612,1569,2337,
2002_01_17_165_0,17,155.0,16,1761,2038,1178,960,1123,1330,1792,
2002_01_17_166_0,17,156.0,16,2684,2806,2411,1942,2344,2438,2382,
2002_01_17_167_0,17,157.0,16,2068,2984,2888,2478,3011,3126,2164,
2002_01_17_168_0,17,158.0,16,1522,2134,1732,1195,2119,2149,1604,
2002_01_17_169_0,17,159.0,16,344,1163,641,197,170,427,445,
2002_01_17_170_0,17,160.0,17,181,167,180,158,576,944,719,
2002_01_17_171_0,17,161.0,17,433,138,126,85,427,724,792,
2002_01_17_172_0,17,162.0,17,2207,2187,2261,1956,2077,2113,2172,
2002_01_17_173_0,17,163.0,17,-43,24,70,56,236,127,6,
2002_01_17_174_0,17,164.0,17,-100,-100,96,3,136,402,136,
2002_01_17_175_0,17,165.0,17,1497,638,592,470,1251,1773,2117,
2002_01_17_176_0,17,166.0,17,-11,125,424,340,301,405,67,
2002_01_17_177_0,17,167.0,17,1772,1052,841,629,1158,1685,2106,
2002_01_17_178_0,17,168.0,17,948,823,696,584,939,1049,1091,
2002_01_17_179_0,17,169.0,17,2183,3581,3723,2902,869,1406,1701,
2002_01_25_10_0,25,0.0,1,2974,2870,1946,1074,702,892,1184,
2002_01_25_11_0,25,1.0,1,5595,5418,4326,3108,5289,5426,4969,
2002_01_25_12_0,25,2.0,1,2429,2082,1561,1006,546,949,1540,
2002_01_25_13_0,25,3.0,1,4936,4877,3548,2275,4130,4317,4124,
2002_01_25_14_0,25,4.0,1,1699,1019,566,235,716,708,1289,
2002_01_25_15_0,25,5.0,1,5294,4483,2195,1117,5152,5129,5108,
2002_01_25_16_0,25,6.0,1,4516,4095,2902,1693,3279,3241,3993,
2002_01_25_17_0,25,7.0,1,1637,2085,1474,934,1248,1238,913,
2002_01_25_18_0,25,8.0,1,5205,3737,3010,1795,2965,3090,4419,
2002_01_25_19_0,25,9.0,1,4997,5064,3853,2423,4212,4394,4108,
2002_01_25_20_0,25,10.0,2,4067,3931,2775,1787,1654,1826,1522,
2002_01_25_21_0,25,11.0,2,4330,4276,3426,2439,3377,3310,3247,
2002_01_25_22_0,25,12.0,2,4620,4385,3128,2152,2681,2745,2376,
2002_01_25_23_0,25,13.0,2,2955,2495,1795,1033,1809,1813,2108,
2002_01_25_24_0,25,14.0,2,5076,4816,3795,2485,3305,3571,3559,
2002_01_25_25_0,25,15.0,2,1284,1464,632,174,43,128,76,
2002_01_25_26_0,25,16.0,2,2572,2327,1239,464,86,251,547,
2002_01_25_27_0,25,17.0,2,3124,3314,1787,719,403,643,350,
2002_01_25_28_0,25,18.0,2,3686,2777,1349,532,355,563,1740,
2002_01_25_29_0,25,19.0,2,3497,3623,2638,1685,2542,2476,2221,
2002_01_25_30_0,25,20.0,3,8345,7081,5451,3307,7862,8010,8206,
2002_01_25_31_0,25,21.0,3,6272,5630,4152,2067,5920,5930,5912,
2002_01_25_32_0,25,22.0,3,6303,5442,3360,1547,6403,6433,6251,
2002_01_25_33_0,25,23.0,3,7872,5912,1889,856,8186,8268,8074,
2002_01_25_34_0,25,24.0,3,8044,7392,6161,3616,7473,7684,7833,
2002_01_25_35_0,25,25.0,3,7449,5893,3466,1396,7199,7351,7384,
2002_01_25_36_0,25,26.0,3,8441,7151,4453,2206,8364,8553,8396,
2002_01_25_37_0,25,27.0,3,8944,7055,4565,2104,8445,8633,8968,
2002_01_25_38_0,25,28.0,3,7020,6591,5704,3721,6619,6691,6725,
2002_01_25_39_0,25,29.0,3,6102,4957,3167,1384,5971,5978,6006,
2002_01_25_40_0,25,30.0,4,4456,4218,2363,858,249,647,395,
2002_01_25_41_0,25,31.0,4,2772,2766,1387,454,109,323,169,
2002_01_25_42_0,25,32.0,4,4357,4173,2584,1229,357,870,708,
2002_01_25_43_0,25,33.0,4,5180,3717,2009,767,728,955,3164,
2002_01_25_44_0,25,34.0,4,4350,4078,2178,715,192,583,329,
2002_01_25_45_0,25,35.0,4,4176,4063,2189,715,191,553,318,
2002_01_25_46_0,25,36.0,4,4522,4305,2368,812,202,613,359,
2002_01_25_47_0,25,37.0,4,4162,4004,2141,665,263,645,428,
2002_01_25_48_0,25,38.0,4,3165,3580,2317,1016,273,728,532,
2002_01_25_49_0,25,39.0,4,4176,4086,2273,790,213,631,356,
2002_01_25_50_0,25,40.0,5,2930,2847,1559,506,113,348,172,
2002_01_25_51_0,25,41.0,5,3724,3343,2342,1252,1516,1749,2187,
2002_01_25_52_0,25,42.0,5,2831,2816,1869,966,931,1142,556,
2002_01_25_53_0,25,43.0,5,3516,3905,2634,1175,10,568,371,
2002_01_25_54_0,25,44.0,5,3046,2820,1458,433,98,435,251,
2002_01_25_55_0,25,45.0,5,3475,3320,2119,1018,1497,1594,1408,
2002_01_25_56_0,25,46.0,5,3704,3781,2253,845,331,887,668,
2002_01_25_57_0,25,47.0,5,3040,3488,2244,1014,103,531,433,
2002_01_25_58_0,25,48.0,5,2289,2050,1369,647,398,534,322,
2002_01_25_59_0,25,49.0,5,3015,3249,1830,600,418,584,421,
2002_01_25_60_0,25,50.0,6,1309,2023,1750,1109,224,307,336,
2002_01_25_61_0,25,51.0,6,3560,4101,3121,1869,644,1251,1442,
2002_01_25_62_0,25,52.0,6,3369,3807,2393,904,365,758,561,
2002_01_25_63_0,25,53.0,6,1897,2458,1859,1048,1038,1102,702,
2002_01_25_64_0,25,54.0,6,4542,4251,3482,2294,2691,2805,3043,
2002_01_25_65_0,25,55.0,6,2621,3241,2333,1319,269,641,712,
2002_01_25_66_0,25,56.0,6,5370,5486,4059,2499,4485,4499,4597,
2002_01_25_67_0,25,57.0,6,3219,3349,2249,1070,355,731,1003,
2002_01_25_68_0,25,58.0,6,5887,5582,4497,2577,5166,5260,5176,
2002_01_25_69_0,25,59.0,6,7896,7026,4926,2744,7543,7654,7727,
2002_01_25_70_0,25,60.0,7,1889,2499,1529,610,139,372,272,
2002_01_25_71_0,25,61.0,7,2338,3289,2509,1286,370,813,577,
2002_01_25_72_0,25,62.0,7,3585,3874,2581,1071,432,979,766,
2002_01_25_73_0,25,63.0,7,1521,2002,1741,1006,180,393,407,
2002_01_25_74_0,25,64.0,7,4007,3531,2442,1246,1223,1504,2304,
2002_01_25_75_0,25,65.0,7,1290,1947,2211,1853,685,982,959,
2002_01_25_76_0,25,66.0,7,5333,5170,3742,2511,4925,4888,4443,
2002_01_25_77_0,25,67.0,7,2541,2717,1685,646,159,431,269,
2002_01_25_78_0,25,68.0,7,3598,3755,2423,981,246,660,570,
2002_01_25_79_0,25,69.0,7,1916,2574,2466,1588,359,639,764,
2002_01_25_80_0,25,70.0,8,3293,3795,3022,1917,2962,3055,2405,
2002_01_25_81_0,25,71.0,8,5058,4395,2583,1005,332,887,425,
2002_01_25_82_0,25,72.0,8,3932,3127,1848,699,250,734,422,
2002_01_25_83_0,25,73.0,8,3410,2712,2013,1222,1384,1437,2170,
2002_01_25_84_0,25,74.0,8,3352,3166,2047,1091,570,966,1037,
2002_01_25_85_0,25,75.0,8,3922,3046,2267,1534,1296,1533,2090,
2002_01_25_86_0,25,76.0,8,4172,3285,2853,1770,1214,1428,3085,
2002_01_25_87_0,25,77.0,8,7168,6662,5996,4156,6221,6458,6603,
2002_01_25_88_0,25,78.0,8,2144,2137,1251,405,194,509,396,
2002_01_25_89_0,25,79.0,8,3661,3870,2785,1423,927,1228,1476,
2002_01_25_90_0,25,80.0,9,4591,4248,2782,1284,849,1486,952,
2002_01_25_91_0,25,81.0,9,4251,3367,2053,913,907,1121,1890,
2002_01_25_92_0,25,82.0,9,4177,3194,2235,1220,787,986,2757,
2002_01_25_93_0,25,83.0,9,3888,4173,3054,1368,262,789,588,
2002_01_25_94_0,25,84.0,9,1205,1414,842,360,90,276,201,
2002_01_25_95_0,25,85.0,9,5652,4250,3237,2245,2291,2526,4323,
2002_01_25_96_0,25,86.0,9,4192,3856,3184,2205,2318,2424,2672,
2002_01_25_97_0,25,87.0,9,3219,3705,2594,1173,299,666,565,
2002_01_25_98_0,25,88.0,9,3717,3790,2561,1028,378,886,745,
2002_01_25_99_0,25,89.0,9,2453,2542,1598,609,151,403,267,
2002_01_25_100_0,25,90.0,10,6194,5376,4353,2459,4587,4799,5340,
2002_01_25_101_0,25,91.0,10,1993,2389,1979,1513,1243,1324,856,
2002_01_25_102_0,25,92.0,10,2560,2025,1400,616,67,287,400,
2002_01_25_103_0,25,93.0,10,4102,4444,3226,1509,498,1059,970,
2002_01_25_104_0,25,94.0,10,1758,2353,2682,2434,606,945,1184,
2002_01_25_105_0,25,95.0,10,2277,2824,2071,1039,941,1094,697,
2002_01_25_106_0,25,96.0,10,3833,3788,2107,1116,3221,3298,3193,
2002_01_25_107_0,25,97.0,10,2107,2053,1417,710,1157,1274,1290,
2002_01_25_108_0,25,98.0,10,2327,2872,1873,861,350,698,488,
2002_01_25_109_0,25,99.0,10,2213,2770,2591,1433,335,644,607,
2002_01_25_110_0,25,100.0,11,2755,2608,1598,618,233,552,387,
2002_01_25_111_0,25,101.0,11,1070,2888,1492,397,162,516,499,
2002_01_25_112_0,25,102.0,11,1108,1031,727,333,165,321,309,
2002_01_25_113_0,25,103.0,11,2812,2725,1426,560,485,763,829,
2002_01_25_114_0,25,104.0,11,2389,2633,2146,1008,441,730,682,
2002_01_25_115_0,25,105.0,11,3565,2848,2276,1611,1696,1903,2257,
2002_01_25_116_0,25,106.0,11,2294,2012,1726,1323,1035,1270,893,
2002_01_25_117_0,25,107.0,11,4060,2540,1430,527,600,987,613,
2002_01_25_118_0,25,108.0,11,3157,3351,1926,685,219,653,359,
2002_01_25_119_0,25,109.0,11,4619,4290,3439,2449,2291,2559,2616,
2002_01_25_120_0,25,110.0,12,3313,2920,1846,918,291,679,550,
2002_01_25_121_0,25,111.0,12,4003,3529,2152,771,88,445,218,
2002_01_25_122_0,25,112.0,12,5222,4141,2407,890,104,571,335,
2002_01_25_123_0,25,113.0,12,3094,3600,3144,1879,797,1129,1392,
2002_01_25_124_0,25,114.0,12,3208,3344,2054,844,571,701,1208,
2002_01_25_125_0,25,115.0,12,5383,5623,3362,1269,680,1037,573,
2002_01_25_126_0,25,116.0,12,5368,4722,3037,1343,464,1098,790,
2002_01_25_127_0,25,117.0,12,3204,3605,3061,1881,1159,1417,1574,
2002_01_25_128_0,25,118.0,12,4516,4829,3566,1704,385,952,825,
2002_01_25_129_0,25,119.0,12,5826,4991,2974,1079,202,765,432,
2002_01_25_130_0,25,120.0,13,5995,5519,4523,2953,5124,5185,5704,
2002_01_25_131_0,25,121.0,13,6336,5351,3969,2126,5831,5988,6092,
2002_01_25_132_0,25,122.0,13,3537,4140,3704,2755,719,1288,1632,
2002_01_25_133_0,25,123.0,13,7209,5990,5518,4047,4868,5160,6364,
2002_01_25_134_0,25,124.0,13,2442,2884,2517,1909,886,1225,1571,
2002_01_25_135_0,25,125.0,13,4379,4642,4013,2960,2907,3142,3393,
2002_01_25_136_0,25,126.0,13,2736,3143,3146,2659,1284,1841,2310,
2002_01_25_137_0,25,127.0,13,3178,3276,2856,2018,613,1064,1003,
2002_01_25_138_0,25,128.0,13,3689,3342,2339,1361,1639,1677,1354,
2002_01_25_139_0,25,129.0,13,1988,3188,2666,1876,1137,1408,814,
2002_01_25_140_0,25,130.0,14,5191,4504,3722,2416,3701,3896,4071,
2002_01_25_141_0,25,131.0,14,4792,4458,3653,2209,3499,3588,3470,
2002_01_25_142_0,25,132.0,14,3693,3155,2146,1180,681,989,692,
2002_01_25_143_0,25,133.0,14,2935,3305,2339,1024,266,647,497,
2002_01_25_144_0,25,134.0,14,6186,5073,2959,1401,5512,5591,5709,
2002_01_25_145_0,25,135.0,14,3810,4322,3758,2844,3159,3267,2073,
2002_01_25_146_0,25,136.0,14,7037,4744,3330,2028,4362,4396,6633,
2002_01_25_147_0,25,137.0,14,2635,2481,1666,867,1475,1403,2006,
2002_01_25_148_0,25,138.0,14,2560,2655,1897,1183,649,932,1101,
2002_01_25_149_0,25,139.0,14,2657,3223,2548,1796,2140,2165,1050,
2002_01_25_150_0,25,140.0,15,8746,6488,4829,2860,7678,7962,8964,
2002_01_25_151_0,25,141.0,15,6812,4965,3717,2357,7118,7358,7351,
2002_01_25_152_0,25,142.0,15,4129,2101,1005,804,4978,5231,4586,
2002_01_25_153_0,25,143.0,15,5492,4339,1807,887,5370,5474,5416,
2002_01_25_154_0,25,144.0,15,6366,4666,3353,1785,5937,5990,6725,
2002_01_25_155_0,25,145.0,15,2774,1235,703,518,2764,2761,3242,
2002_01_25_156_0,25,146.0,15,7126,3220,1750,1131,6928,7283,7917,
2002_01_25_157_0,25,147.0,15,5765,2695,783,378,5881,5999,6337,
2002_01_25_158_0,25,148.0,15,0,8839,6104,3550,9469,9969,9762,
2002_01_25_159_0,25,149.0,15,6303,4598,2173,1254,6183,6404,6417,
2002_01_25_160_0,25,150.0,16,1955,2109,2013,1646,679,1150,1253,
2002_01_25_161_0,25,151.0,16,1909,3497,3007,1887,3761,3913,1391,
2002_01_25_162_0,25,152.0,16,7789,6387,4410,2164,7190,7362,8002,
2002_01_25_163_0,25,153.0,16,8088,7707,6459,4528,7518,7812,7979,
2002_01_25_164_0,25,154.0,16,1401,2730,2590,1917,2477,2607,1263,
2002_01_25_165_0,25,155.0,16,3002,2297,2025,1574,1809,2072,2690,
2002_01_25_166_0,25,156.0,16,2638,3568,2896,1849,3314,3400,2692,
2002_01_25_167_0,25,157.0,16,5494,4423,3590,2228,4541,4610,5411,
2002_01_25_168_0,25,158.0,16,1203,952,892,749,432,683,1228,
2002_01_25_169_0,25,159.0,16,278,302,231,90,353,493,496,
2002_01_25_170_0,25,160.0,17,431,663,479,234,689,717,510,
2002_01_25_171_0,25,161.0,17,897,308,201,90,1068,1445,1480,
2002_01_25_172_0,25,162.0,17,3,128,735,617,49,76,-89,
2002_01_25_173_0,25,163.0,17,-4,75,412,351,132,210,-12,
2002_01_25_174_0,25,164.0,17,1123,955,807,626,1521,1971,2134,
2002_01_25_175_0,25,165.0,17,1953,1305,974,649,1905,2280,2558,
2002_01_25_176_0,25,166.0,17,-6,89,192,140,278,298,45,
2002_01_25_177_0,25,167.0,17,386,1771,1547,1140,1426,1789,672,
2002_01_25_178_0,25,168.0,17,869,541,480,332,1132,1402,1405,
2002_01_25_179_0,25,169.0,17,2750,3257,3016,2127,2128,2306,2138,
2002_02_02_10_0,33,0.0,1,5965,5748,4445,3267,5591,5658,5695,
2002_02_02_11_0,33,1.0,1,5530,4816,3044,1301,5139,5251,5176,
2002_02_02_12_0,33,2.0,1,6142,6024,5053,3552,5362,5542,5498,
2002_02_02_13_0,33,3.0,1,5883,5005,3606,1618,5038,5201,5590,
2002_02_02_14_0,33,4.0,1,4807,4879,3823,2597,4416,4484,4278,
2002_02_02_15_0,33,5.0,1,5317,4609,3038,1169,4994,5096,5006,
2002_02_02_16_0,33,6.0,1,5464,4519,2451,1035,5251,5285,5209,
2002_02_02_17_0,33,7.0,1,6792,5230,1678,795,6657,6713,6670,
2002_02_02_18_0,33,8.0,1,4579,4478,3012,1775,4429,4462,4041,
2002_02_02_19_0,33,9.0,1,5930,5106,3958,2201,4276,4477,5124,
2002_02_02_20_0,33,10.0,2,5236,4251,2463,1297,3058,3167,3614,
2002_02_02_21_0,33,11.0,2,3734,3361,2485,1923,2231,2246,2565,
2002_02_02_22_0,33,12.0,2,6803,6241,4435,2386,5874,6081,6118,
2002_02_02_23_0,33,13.0,2,5958,5687,4102,1892,5614,5779,5308,
2002_02_02_24_0,33,14.0,2,3907,3915,2198,748,210,567,335,
2002_02_02_25_0,33,15.0,2,4156,4123,2209,700,313,642,399,
2002_02_02_26_0,33,16.0,2,3730,3968,2366,926,587,855,727,
2002_02_02_27_0,33,17.0,2,2614,2697,1645,895,951,1018,944,
2002_02_02_28_0,33,18.0,2,5968,5250,3997,2427,3832,4054,4503,
2002_02_02_29_0,33,19.0,2,2672,2687,1328,411,184,392,240,
2002_02_02_30_0,33,20.0,3,3205,3807,2760,1634,3282,3370,2631,
2002_02_02_31_0,33,21.0,3,7124,6477,4551,2528,6541,6667,6690,
2002_02_02_32_0,33,22.0,3,0,8481,6893,4487,7304,7908,9560,
2002_02_02_33_0,33,23.0,3,3546,2926,1969,1178,2349,2392,3074,
2002_02_02_34_0,33,24.0,3,7069,6224,5035,3247,6041,6236,6711,
2002_02_02_35_0,33,25.0,3,2177,4997,3996,2537,4675,4824,1320,
2002_02_02_36_0,33,26.0,3,3802,3169,2446,1707,2552,2512,3293,
2002_02_02_37_0,33,27.0,3,3486,3467,2702,1945,2312,2359,2613,
2002_02_02_38_0,33,28.0,3,8415,7008,5626,3645,6717,7142,7817,
2002_02_02_39_0,33,29.0,3,7512,6332,4710,2781,6129,6410,6997,
2002_02_02_40_0,33,30.0,4,1291,1349,612,232,405,396,202,
2002_02_02_41_0,33,31.0,4,4237,4273,3029,1973,1845,1975,1818,
2002_02_02_42_0,33,32.0,4,4613,4573,2901,1434,1288,1533,1807,
2002_02_02_43_0,33,33.0,4,4098,3419,1904,809,1074,1181,549,
2002_02_02_44_0,33,34.0,4,4234,4001,2149,692,224,602,457,
2002_02_02_45_0,33,35.0,4,4128,3925,2130,679,191,552,285,
2002_02_02_46_0,33,36.0,4,1621,4056,1287,645,841,808,307,
